Gerollenheim
SURVEY NAME: GEROLLENHEIM
SURVEY DATE: 8 6 2014  COMMENT:  ;dm
SURVEY TEAM:

DECLINATION:     3.03  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT
H:1.52       H:1.53          11.38   254.05    39.93     0.00     0.00     0.00     0.00
H:1.53       H:1.54          34.91   166.06    14.53     0.00     0.00     0.00     0.00
H:1.54       H:1.55           6.92   263.20   -13.46     0.00     0.00     0.00     0.00
H:1.55       H:1.56          11.88   182.73    -7.04     0.00     0.00     0.00     0.00
H:1.56       H:1.57           8.46   115.76   -55.62     0.00     0.00     0.00     0.00
H:1.57       H:1.58           6.30   127.57   -10.16     0.00     0.00     0.00     0.00
H:1.55       H:1.59           3.61    92.56    49.15     0.00     0.00     0.00     0.00
H:1.59       H:1.60           5.87   296.47    39.32     0.00     0.00     0.00     0.00
H:1.60       H:1.61           9.32   219.65    30.40     0.00     0.00     0.00     0.00
H:1.61       H:1.62          16.14   253.65    24.47     0.00     0.00     0.00     0.00
H:1.62       H:1.63           8.23   352.03    26.61     0.00     0.00     0.00     0.00
H:1.53       H:1.64          11.32   339.65    27.68     0.00     0.00     0.00     0.00
H:1.64       H:1.65          13.19   298.84    21.76     0.00     0.00     0.00     0.00


