[504] 37
SURVEY NAME: 20180812
SURVEY DATE: 8 12 2018  COMMENT:   Tomek, Jarek
SURVEY TEAM:

DECLINATION:     3.55  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT
BK:1.2       BK:1.3          13.25   321.50    23.05     0.00     0.00     0.00     0.00
BK:1.3       BK:1.4          12.99    19.74    17.32     0.00     0.00     0.00     0.00
BK:1.4       BK:1.5           8.30   314.28    45.08     0.00     0.00     0.00     0.00
BK:1.5       BK:1.6           6.89    17.45    -3.30     0.00     0.00     0.00     0.00
BK:1.6       BK:1.7          39.34   283.78   -81.69     0.00     0.00     0.00     0.00
BK:1.7       BK:1.8          18.27   237.65   -66.99     0.00     0.00     0.00     0.00
BK:1.8       BK:1.9          12.89    92.94   -24.72     0.00     0.00     0.00     0.00
BK:1.9       BK:1.10         24.05   146.54   -52.01     0.00     0.00     0.00     0.00
BK:1.10      BK:1.11         16.93   137.18   -41.46     0.00     0.00     0.00     0.00
BK:1.11      BK:1.12          8.79   183.62   -68.89     0.00     0.00     0.00     0.00
BK:1.12      BK:1.13         12.01   123.41   -19.39     0.00     0.00     0.00     0.00
BK:1.5       BK:2.0           0.00     0.00     0.00     0.00     0.00     0.00     0.00  ;1.13
BK:2.0       BK:2.1          17.59   313.45    64.97     0.00     0.00     0.00     0.00
BK:2.1       BK:2.2          14.73   320.90    44.06     0.00     0.00     0.00     0.00
BK:1.2       BK:3.0           0.00     0.00     0.00     0.00     0.00     0.00     0.00
BK:3.0       BK:3.1          10.01   229.02     0.49     0.00     0.00     0.00     0.00
BK:3.1       BK:3.2          20.87   140.19   -80.59     0.00     0.00     0.00     0.00
BK:3.2       BK:3.3           9.19   175.94    18.39     0.00     0.00     0.00     0.00
BK:3.3       BK:3.4          16.99    36.85    -9.51     0.00     0.00     0.00     0.00
BK:3.3       BK:4.0           0.00     0.00     0.00     0.00     0.00     0.00     0.00
BK:4.0       BK:4.1          37.80    89.24    78.63     0.00     0.00     0.00     0.00
BK:4.1       BK:4.2          11.81   329.98   -46.79     0.00     0.00     0.00     0.00
BK:4.2       BK:4.3          15.29    14.38   -47.64     0.00     0.00     0.00     0.00

[504] 37
SURVEY NAME: 180801
SURVEY DATE: 8 1 2018  COMMENT:   Damian MAslankiewicz (palm), Radoslaw Paternoga (Disto)
SURVEY TEAM:

DECLINATION:     3.55  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

BM:0.0       BO:21            0.00     0.00     0.00     0.00     0.00     0.00     0.00
BM:0.0       BM:0.1          76.54   130.84   -77.15     0.00     0.00     0.00     0.00
BM:0.1       BM:0.2          11.22    57.91    39.58     0.00     0.00     0.00     0.00
BM:0.2       BM:0.3          16.50   156.06     8.04     0.00     0.00     0.00     0.00
BM:0.3       BM:0.4           8.56   110.76   -32.07     0.00     0.00     0.00     0.00
BM:0.4       BM:0.5          19.49   339.37   -78.92     0.00     0.00     0.00     0.00
BM:0.5       BM:0.6           8.66   147.74    -1.11     0.00     0.00     0.00     0.00
BM:0.6       BM:0.7          23.39   102.48   -60.42     0.00     0.00     0.00     0.00
BM:0.7       BM:0.8          10.79    83.40   -45.84     0.00     0.00     0.00     0.00
BM:0.8       BM:0.9           3.44   100.25   -67.97     0.00     0.00     0.00     0.00
BM:0.7       BM:0.71          9.02   296.68   -15.07     0.00     0.00     0.00     0.00
BM:0.71      BM:0.72         13.39   125.68   -75.82     0.00     0.00     0.00     0.00
BM:0.2       BM:0.21          8.73   122.04   -16.92     0.00     0.00     0.00     0.00
BM:0.2       BM:0.23         17.42   303.43   -48.25     0.00     0.00     0.00     0.00
BM:0.23      BM:0.24         14.07    11.02   -83.71     0.00     0.00     0.00     0.00
BM:0.24      BM:0.25         12.50     0.35     7.04     0.00     0.00     0.00     0.00
BM:0.25      BM:0.26         11.35   311.37   -35.83     0.00     0.00     0.00     0.00
BM:0.1       BM:1.0          44.23   138.89   -78.19     0.00     0.00     0.00     0.00
BM:1.0       BM:1.1           7.12   272.72    29.05     0.00     0.00     0.00     0.00
BM:1.0       BM:1.2          21.26    15.46    -4.01     0.00     0.00     0.00     0.00
BM:1.2       BM:1.3          12.14   314.67   -50.23     0.00     0.00     0.00     0.00
BM:1.3       BM:1.4          48.33   339.27   -82.67     0.00     0.00     0.00     0.00

[504] 37
SURVEY NAME: 37
SURVEY DATE: 8 8 2016  COMMENT:    TEAM Darek, Asia
SURVEY TEAM:

DECLINATION:     3.29  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

BP:1.15      BO:0             0.00     0.00     0.00     0.00     0.00     0.00     0.00
BO:0         BO:1            22.44   224.30   -72.80     0.00     0.00     0.00     0.00
BO:1         BO:2            21.52   201.30   -71.20     0.00     0.00     0.00     0.00
BO:2         BO:3            19.72   266.80   -61.20     0.00     0.00     0.00     0.00
BO:3         BO:4             8.46   224.40   -36.30     0.00     0.00     0.00     0.00
BO:4         BO:5            12.07   305.50   -64.30     0.00     0.00     0.00     0.00
BO:5         BO:6             6.33   305.50   -25.70     0.00     0.00     0.00     0.00
BO:6         BO:7             6.96   292.30    30.50     0.00     0.00     0.00     0.00
BO:7         BO:8            10.70   302.60   -67.00     0.00     0.00     0.00     0.00
BO:8         BO:9            24.41   299.50   -52.70     0.00     0.00     0.00     0.00
BO:9         BO:10           13.06    13.80   -69.70     0.00     0.00     0.00     0.00
BO:10        BO:11            6.59   333.70    12.60     0.00     0.00     0.00     0.00
BO:11        BO:12            9.02     6.50   -36.30     0.00     0.00     0.00     0.00
BO:12        BO:13            8.60   280.90   -70.40     0.00     0.00     0.00     0.00
BO:13        BO:14           33.96   169.20   -79.30     0.00     0.00     0.00     0.00
BO:14        BO:15           58.79   197.50   -73.20     0.00     0.00     0.00     0.00
BO:15        BO:16           13.91   127.10   -13.50     0.00     0.00     0.00     0.00
BO:16        BO:17           25.85    49.40   -76.90     0.00     0.00     0.00     0.00
BO:17        BO:18           41.50   115.80   -76.80     0.00     0.00     0.00     0.00
BO:18        BO:19           22.54   260.30   -65.90     0.00     0.00     0.00     0.00
BO:19        BO:20           29.92    97.40   -72.40     0.00     0.00     0.00     0.00
BO:20        BO:21           41.90    53.90   -61.70     0.00     0.00     0.00     0.00

[504] 37
SURVEY NAME: 150809A
SURVEY DATE: 8 9 2015  COMMENT:   Michal Humienik, Aleksandra Puchalska
SURVEY TEAM:

DECLINATION:     3.16  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

BQ:37        BQ:1.1           7.64    30.70   -39.63     0.00     0.00     0.00     0.00
BQ:1.1       BQ:1.2           5.05   205.78   -47.59     0.00     0.00     0.00     0.00
BQ:1.2       BQ:1.3          10.01   351.37   -66.69     0.00     0.00     0.00     0.00
BQ:1.3       BQ:1.4          13.29   220.97   -46.21     0.00     0.00     0.00     0.00
BQ:1.4       BQ:1.5           7.12   204.22   -43.59     0.00     0.00     0.00     0.00
BQ:1.5       BQ:1.6           6.36   271.42    -4.87     0.00     0.00     0.00     0.00
BQ:1.6       BQ:1.7           9.74   353.78    15.74     0.00     0.00     0.00     0.00
BQ:1.7       BQ:1.8           7.58    26.20    19.76     0.00     0.00     0.00     0.00
BQ:1.8       BQ:1.9           9.12    30.58    55.46     0.00     0.00     0.00     0.00
BQ:1.9       BQ:1.10          5.09    36.60     1.88     0.00     0.00     0.00     0.00
BQ:1.5       BQ:1.11         11.29   250.29   -48.35     0.00     0.00     0.00     0.00
BQ:1.11      BQ:1.12          9.61   160.86   -25.67     0.00     0.00     0.00     0.00
BQ:1.12      BQ:1.13          6.04   192.70   -41.44     0.00     0.00     0.00     0.00
BQ:1.13      BQ:1.14          7.41   176.57   -37.67     0.00     0.00     0.00     0.00
BQ:1.14      BQ:1.15          8.86   286.41   -13.80     0.00     0.00     0.00     0.00
BQ:1.12      BQ:1.16         10.53   302.71   -30.62     0.00     0.00     0.00     0.00
BQ:1.16      BQ:1.17         10.63   254.14   -71.75     0.00     0.00     0.00     0.00
BQ:1.17      BQ:1.18          4.59   327.23   -62.74     0.00     0.00     0.00     0.00
BQ:1.18      BQ:1.19          5.71   318.48     7.28     0.00     0.00     0.00     0.00
BQ:1.19      BQ:1.20          5.77   246.98    37.34     0.00     0.00     0.00     0.00
BQ:1.20      BQ:1.21          2.99   215.18   -24.84     0.00     0.00     0.00     0.00
BQ:1.18      BQ:1.22          8.83   125.31   -17.17     0.00     0.00     0.00     0.00
BQ:1.22      BQ:1.23         20.14   329.49   -48.51     0.00     0.00     0.00     0.00
BQ:1.23      BQ:1.24         10.17    76.96   -29.13     0.00     0.00     0.00     0.00
BQ:1.24      BQ:1.25         12.89   157.05   -43.78     0.00     0.00     0.00     0.00
BQ:1.25      BQ:1.26          9.48   334.00   -51.94     0.00     0.00     0.00     0.00
BQ:1.26      BQ:1.27         11.09   172.02   -45.54     0.00     0.00     0.00     0.00
BQ:1.27      BQ:1.28          8.56   166.24   -59.48     0.00     0.00     0.00     0.00
BQ:1.28      BQ:1.29          2.89   327.90    25.41     0.00     0.00     0.00     0.00

[504] 37
SURVEY NAME: 150809B
SURVEY DATE: 8 9 2015  COMMENT:   Michal Humienik, Aleksandra Puchalska
SURVEY TEAM:

DECLINATION:     3.16  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

BQ:1.29      BR:1.0           0.00     0.00     0.00     0.00     0.00     0.00     0.00
BR:1.0       BR:1.1           6.59   176.49   -39.47     0.00     0.00     0.00     0.00
BR:1.1       BR:1.2          26.15   150.40   -65.11     0.00     0.00     0.00     0.00

[504] 37
SURVEY NAME: 150809C
SURVEY DATE: 8 9 2015  COMMENT:   Michal Humienik, Aleksandra Puchalska
SURVEY TEAM:

DECLINATION:     3.16  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

BR:1.2       BS:1.0           0.00     0.00     0.00     0.00     0.00     0.00     0.00
BS:1.0       BS:1.1          11.81   255.60   -30.81     0.00     0.00     0.00     0.00
BS:1.1       BS:1.2           8.69   230.65   -69.91     0.00     0.00     0.00     0.00
BS:1.2       BS:1.3           9.78   230.86   -21.26     0.00     0.00     0.00     0.00
BS:1.3       BS:1.4           4.17   206.71     5.76     0.00     0.00     0.00     0.00
BS:1.4       BS:1.5           6.33   196.06   -40.04     0.00     0.00     0.00     0.00
BS:1.5       BS:1.6          12.40   260.81   -51.72     0.00     0.00     0.00     0.00
BS:1.6       BS:1.7           5.48    14.80    85.02     0.00     0.00     0.00     0.00
BS:1.7       BS:1.8          10.73   180.96   -68.52     0.00     0.00     0.00     0.00
BS:1.8       BS:1.9          11.84   158.41   -35.75     0.00     0.00     0.00     0.00
BS:1.9       BS:1.10          8.07   175.27   -33.78     0.00     0.00     0.00     0.00
BS:1.10      BS:1.11          4.76   196.85   -48.55     0.00     0.00     0.00     0.00
BS:1.11      BS:1.12         22.15   121.12   -53.27     0.00     0.00     0.00     0.00
BS:1.12      BS:1.13         11.06    23.05    41.94     0.00     0.00     0.00     0.00
BS:1.13      BS:1.14         15.39   180.26    25.68     0.00     0.00     0.00     0.00
BS:1.14      BS:1.15         10.76    24.79   -14.55     0.00     0.00     0.00     0.00
BS:1.15      BS:1.16         11.75   125.02     3.11     0.00     0.00     0.00     0.00
BS:1.12      BS:6.0           0.00     0.00     0.00     0.00     0.00     0.00     0.00
BS:6.0       BS:6.1           5.87   230.57    -4.26     0.00     0.00     0.00     0.00
BS:6.1       BS:6.2           6.46   216.89   -25.76     0.00     0.00     0.00     0.00

[504] 37
SURVEY NAME: 150810
SURVEY DATE: 8 10 2015  COMMENT:   Michal Humienik, Darek Lubomski
SURVEY TEAM:

DECLINATION:     3.16  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

BS:6.2       BP:1.0           0.00     0.00     0.00     0.00     0.00     0.00     0.00
BP:1.0       BP:1.1           8.63   146.47   -13.86     0.00     0.00     0.00     0.00
BP:1.1       BP:1.2          16.57   244.91   -50.81     0.00     0.00     0.00     0.00
BP:1.2       BP:1.3          10.40   171.10   -32.68     0.00     0.00     0.00     0.00
BP:1.3       BP:1.4          11.45   117.92    42.94     0.00     0.00     0.00     0.00
BP:1.4       BP:1.5           9.15   158.20   -12.11     0.00     0.00     0.00     0.00
BP:1.5       BP:1.6          16.11    90.70   -41.52     0.00     0.00     0.00     0.00
BP:1.6       BP:1.7           9.15   129.08    14.73     0.00     0.00     0.00     0.00
BP:1.7       BP:1.8          19.32   133.10   -84.59     0.00     0.00     0.00     0.00
BP:1.8       BP:1.9           7.45   136.03    -9.41     0.00     0.00     0.00     0.00
BP:1.9       BP:1.10          4.40   104.14     2.44     0.00     0.00     0.00     0.00
BP:1.10      BP:1.11          4.59    11.20    15.93     0.00     0.00     0.00     0.00
BP:1.11      BP:1.12         12.70   129.93   -34.20     0.00     0.00     0.00     0.00
BP:1.12      BP:1.13         11.81    70.24   -13.46     0.00     0.00     0.00     0.00
BP:1.13      BP:1.14         55.54   229.20   -83.28     0.00     0.00     0.00     0.00
BP:1.14      BP:1.15         11.94   188.12    41.68     0.00     0.00     0.00     0.00


